#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1051
#Date Time: 2022-12-04 15:42:32.208
#Trace: Trace 1
#Start: 0 Hz
#Stop: 10000 Hz
#BINs: 4097
#Rate: 20000 Hz
#Samples: 8192
#Channel: C1
#Type: Sample
#Window: Flat Top
#Trace: Trace 2
#Start: 0 Hz
#Stop: 10000 Hz
#BINs: 4097
#Rate: 20000 Hz
#Samples: 8192
#Channel: C2
#Type: Sample
#Window: Flat Top
#Channel: C1
#Range: 5.54762 V
#Offset: -0.000259098 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.50311 V
#Offset: 0.000252388 V
#Attenuation: 1 X

Frequency (Hz),Trace 1 (dBV),Trace 2 (dBV)
168.45703125,-60.63801444137975,-84.99973797626721
170.8984375,-62.74140278107379,-110.7662835967665
173.33984375,-52.06537591628049,-87.5245624546197
175.78125,-43.84101689728158,-84.46281379646572
178.22265625,-41.46465107003926,-82.07338363445217
180.6640625,-41.37725296311881,-80.48590291283865
183.10546875,-42.46820893001264,-81.5295501052217
185.546875,-48.02216606640329,-84.59486479861185
187.98828125,-62.50414135018552,-89.42518100544099
190.4296875,-75.96377191257149,-87.71186024323245
192.87109375,-73.39440698152029,-84.74707439919895
195.3125,-67.27247446211257,-86.7883205093991
197.75390625,-65.15373567599261,-84.01447053432166
200.1953125,-63.73294169484856,-80.08552330542574
202.63671875,-60.56334166898132,-77.43309886809632
205.078125,-57.56799866491293,-75.5999213983665
207.51953125,-58.2107283036461,-76.17108758486489
209.9609375,-61.7597562352305,-79.2200153337193
212.40234375,-73.22061652338741,-82.60742383785036
214.84375,-60.97755180364857,-82.21664137606768
217.28515625,-54.72483847901601,-79.3725270837444
219.7265625,-53.02518764904842,-77.22332096888496
222.16796875,-52.53795941139106,-75.53223927251453
224.609375,-53.2549928088641,-75.30126836766031
227.05078125,-55.87275612661571,-76.49531197129707
229.4921875,-59.64546795685038,-77.87899606900707
231.93359375,-59.74064274140637,-78.25418944091579
234.375,-49.72885015338775,-79.47473223299889
236.81640625,-44.54157655712734,-79.33333700732778
239.2578125,-43.38004531426591,-77.80267090824924
241.69921875,-43.41514675507602,-78.56146918455801
244.140625,-45.47835332308138,-82.33552402132325
246.58203125,-52.56308494689427,-86.682881946252
249.0234375,-64.51045010566712,-85.16637183438309
251.46484375,-65.55408813703411,-85.67663078451373
253.90625,-56.67528238660611,-86.8112682726027
256.34765625,-53.64913605441524,-77.90496999072631
258.7890625,-54.27164402579186,-76.60587603090593
261.23046875,-55.49322134307928,-76.9350417117229
263.671875,-59.16055916241316,-79.72683132997234
266.11328125,-61.61114221213185,-96.19443802048644
268.5546875,-60.68012738062144,-81.23581308736432
270.99609375,-59.84127510879476,-76.11350649265415
273.4375,-56.71187339278154,-74.34625179361201
275.87890625,-54.58193635917713,-73.56975366653967
278.3203125,-53.78011394463971,-74.01344707864378
280.76171875,-53.88134484368105,-74.65116603119023
283.203125,-55.73694845775407,-74.07466249878692
285.64453125,-59.05524284924056,-74.12267646366286
288.0859375,-58.40070519691056,-74.92839714122101
290.52734375,-56.86129776848788,-75.26620280944121
292.96875,-52.83634190000703,-76.00461700170661
295.41015625,-46.54282934720264,-77.60635567085579
297.8515625,-44.4612992974577,-79.14909323298781
300.29296875,-45.10766529239589,-78.56566554054612
302.734375,-46.46604190367174,-77.08989822702709
305.17578125,-51.67289611593465,-77.28662339205584
307.6171875,-64.15108349714654,-76.84739018790003
310.05859375,-62.32654632123527,-76.29635362030879
312.5,-64.82426684994009,-78.23156145385897
314.94140625,-61.18880920595176,-81.63044726451696
317.3828125,-57.14643354154671,-83.79263649924232
319.82421875,-57.91902985244565,-79.3782806444558
322.265625,-61.83806210673686,-77.50916899124792
324.70703125,-69.9117517278039,-80.92889236890375
327.1484375,-62.25899034536945,-106.3165563379063
329.58984375,-60.30164559481234,-84.61980110367369
332.03125,-64.54250103081503,-80.9331871775656
334.47265625,-54.19090706576254,-79.10097522877473
336.9140625,-48.73927017140695,-79.95506950538554
339.35546875,-47.86593711248134,-83.07672111524133
341.796875,-48.03381244827555,-84.15222606632972
344.23828125,-50.00933296128053,-80.35732963503436
346.6796875,-56.05050266366517,-76.29791830840999
349.12109375,-62.92153173334667,-74.49958691954227
351.5625,-67.10016707353681,-73.99879240658512
354.00390625,-50.68581156169216,-74.13430536155779
356.4453125,-44.35031858333566,-75.42184609108872
358.88671875,-42.87396909806105,-77.99303530039154
361.328125,-42.65438970677621,-79.14259385609392
363.76953125,-44.15850901420647,-78.27230595148529
366.2109375,-50.25416907883262,-77.73656328662352
368.65234375,-59.2181293341277,-78.72337192736315
371.09375,-55.57053649196366,-82.48833752811311
373.53515625,-52.38753809748414,-93.22365853847371
375.9765625,-51.55231835415977,-85.77838003337361
378.41796875,-53.22814826109968,-78.36972777230483
380.859375,-57.30557946663968,-76.1580653789424
383.30078125,-64.98400703118811,-78.94973794309857
385.7421875,-60.15153155116969,-86.97243981149776
388.18359375,-58.44121837994586,-92.01278928304552
390.625,-59.71105896435918,-85.66098738971199
393.06640625,-61.16566231757226,-86.55499618170438
395.5078125,-51.14932846594012,-86.33360033695062
397.94921875,-47.44715933017746,-83.29031558104617
400.390625,-47.09080225400621,-82.05235432219611
402.83203125,-46.44772028604082,-79.94492225752819
405.2734375,-48.74603787648236,-80.29587913403338
407.71484375,-55.92549454376374,-83.60482294641663
410.15625,-65.39575443423109,-85.83154559057007
412.59765625,-57.75511701874248,-86.55012842145837
415.0390625,-46.05483180914238,-86.19105477055177
417.48046875,-42.78276583934223,-91.44009760684162
419.921875,-42.88442409276591,-98.66921871146174
422.36328125,-43.52891214060464,-92.11765391311104
424.8046875,-47.55874470053978,-93.19579307030581
427.24609375,-58.54220860224419,-91.83566500608849
429.6875,-59.27197264406981,-83.03358565635318
432.12890625,-56.59514482622655,-78.79593723141686
434.5703125,-55.33642621896493,-77.47567400444628
437.01171875,-55.78918237664208,-78.25349082136511
439.453125,-57.15675966353363,-77.68451462980956
441.89453125,-60.14561449706282,-79.29455368775852
444.3359375,-67.72577026949338,-82.10819901480703
446.77734375,-83.21479079031005,-84.95595382382369
449.21875,-78.50291911137903,-89.94263092612771
451.66015625,-70.34600206471028,-85.71813747504657
454.1015625,-53.16545059802046,-80.29536796597841
456.54296875,-46.26247695937542,-78.00589685040813
458.984375,-45.02211758902124,-79.4195239967499
461.42578125,-44.75958432896078,-80.05952992836482
463.8671875,-45.53202394697499,-77.89391862325962
466.30859375,-50.90700868828567,-75.52459635085016
468.75,-59.35968736191193,-73.76421310233346
471.19140625,-62.35121169673627,-73.62777506732699
473.6328125,-51.10742733958272,-75.83043786552233
476.07421875,-44.07119221989517,-79.75418160619483
478.515625,-42.29447514293489,-82.90510203278622
480.95703125,-42.24771775526965,-85.75322627974815
483.3984375,-43.58957949965448,-84.81252906246054
485.83984375,-49.19451635631358,-82.18110289039203
488.28125,-55.91461435137936,-81.85256566967593
490.72265625,-56.76431296462665,-86.75031192335081
493.1640625,-57.48201792188956,-94.50334472487793
495.60546875,-57.92266911784766,-83.58901296108095
498.046875,-59.02776030300488,-79.76445148322695
500.48828125,-64.2141435285136,-78.88041637469331
502.9296875,-71.8723642282478,-78.76440303822565
505.37109375,-70.32373663409246,-79.68954614645955
507.8125,-64.89117663426472,-82.09858220686567
510.25390625,-60.98988988359446,-84.21660655213387
512.6953125,-54.20506809566284,-79.9444021813031
515.13671875,-46.95022665653232,-78.17718190121253
517.578125,-44.14148424668279,-77.67455633676198
520.01953125,-44.0333689159568,-79.55645572500417
522.4609375,-44.11635637576866,-80.62080238988034
524.90234375,-47.15926478448327,-80.31828371470793
527.34375,-54.50938361479768,-79.20146962531589
529.78515625,-55.74007525820512,-78.00471646037067
532.2265625,-55.81734047570478,-77.11216323694836
534.66796875,-49.30282721744874,-78.3077822415357
537.109375,-45.34261269166376,-81.43458737541401
539.55078125,-44.83239127391872,-83.24812895782942
541.9921875,-44.52079398142148,-82.93745540366803
544.43359375,-46.45053367772167,-79.2757189763161
546.875,-53.02532474572423,-77.12718638041554
549.31640625,-58.62789236113625,-78.15237333756335
551.7578125,-57.06206851520673,-80.3246850052733
554.19921875,-57.26281228333787,-83.88483119605092
556.640625,-59.49343320759758,-80.43204637941733
559.08203125,-61.59016158161165,-75.41505631529164
561.5234375,-63.61760238632555,-72.81761159360727
563.96484375,-65.22011095626206,-72.36316533708596
566.40625,-68.53393079141591,-73.25213136019764
568.84765625,-67.24060740632409,-75.51328455341226
571.2890625,-65.28317868670138,-79.1359036938052
573.73046875,-52.54684249008788,-79.22605453985635
576.171875,-45.24550805103032,-77.66487942261423
578.61328125,-43.41709144422784,-75.75795720598639
581.0546875,-43.07743638049541,-76.11145505809829
583.49609375,-43.85052595454439,-79.26252570073284
585.9375,-49.13432235446241,-90.08636161462846
588.37890625,-57.09193316989321,-79.77131796314413
590.8203125,-60.57260054542635,-77.38792385885353
593.26171875,-56.9089372634258,-81.69395995632402
595.703125,-49.65251545261984,-94.99440946367591
598.14453125,-47.30451210262441,-80.51136440599063
600.5859375,-46.11571077396385,-76.14458845674264
603.02734375,-46.7166590068731,-79.73322719230299
605.46875,-52.46283690224356,-87.9311266030258
607.91015625,-70.20131393422331,-86.20254245503168
610.3515625,-66.1602307221974,-82.2566444554771
612.79296875,-62.8880798748722,-82.68623237189539
615.234375,-62.4209604670947,-84.59090519750478
617.67578125,-59.32845337298784,-83.66843489452556
620.1171875,-57.4113329215859,-82.05170574898656
622.55859375,-57.34484978213903,-78.88146606175808
625,-56.69996054950681,-78.56789533960961
627.44140625,-57.9842936931198,-79.50395406525384
629.8828125,-60.78760012833715,-80.33373527305895
632.32421875,-55.82035523289451,-83.99309236635341
634.765625,-47.83331447396016,-86.0456161514806
637.20703125,-44.04917419270858,-81.21785714876582
639.6484375,-43.98821732254218,-78.32172326690207
642.08984375,-44.83701858375289,-76.14367406256261
644.53125,-47.79572228529402,-77.09168108086924
646.97265625,-57.3173131755202,-82.64011731532585
649.4140625,-76.90622893027989,-87.73284217004976
651.85546875,-62.9117454001411,-93.79962949816593
654.296875,-54.80477841629722,-87.06993039452243
656.73828125,-50.48902820384648,-80.47702576340755
659.1796875,-49.7015152188311,-79.13716929300264
661.62109375,-49.58257424265322,-79.62647761548324
664.0625,-51.58707384374102,-79.04094128652132
666.50390625,-58.68885023069302,-80.10043347445233
668.9453125,-67.14850318995167,-85.91252649050558
671.38671875,-77.12897178634873,-87.18239299313312
673.828125,-60.1723133660837,-81.64546757731954
676.26953125,-57.14027135617727,-78.69663314925147
678.7109375,-57.66841449062476,-78.08991558732878
681.15234375,-60.58192029172808,-78.6385104498015
683.59375,-67.27600009727553,-80.15301496137315
686.03515625,-67.37038018809928,-79.52927377900355
688.4765625,-62.60118952089344,-78.16758294980316
690.91796875,-60.42183961681324,-80.76372528233598
693.359375,-60.97739284927587,-81.79893577790595
695.80078125,-51.58669139949976,-78.32118380461014
698.2421875,-48.13038747304179,-75.01827809235915
700.68359375,-47.46317526713327,-73.21337591064025
703.125,-48.19603964587492,-73.6300526365507
705.56640625,-53.45972764349136,-76.2294178071527
708.0078125,-66.18584097957438,-80.86209931138131
710.44921875,-57.77577602119334,-83.31266028131905
712.890625,-53.6377138514143,-82.08908744087209
715.33203125,-50.28524302153925,-81.22915937992546
717.7734375,-49.26554264620855,-80.9496521789068
720.21484375,-50.80476361516843,-83.79404998101845
722.65625,-53.53988204270473,-82.01334161560501
725.09765625,-56.94082185954154,-78.79615116127589
727.5390625,-53.41703692458921,-75.56390695906649
729.98046875,-51.58980100352952,-73.56227426383313
732.421875,-52.51426212506695,-73.6460730727127
734.86328125,-54.23162006277564,-74.37788057597975
737.3046875,-56.17119323807715,-77.1046789115376
739.74609375,-60.13547924332456,-86.05895699162006
742.1875,-67.44684570445796,-95.09914874325071
744.62890625,-67.51735946450508,-88.48588679044808
747.0703125,-61.03893156475382,-86.35501015342578
749.51171875,-60.78885839581738,-82.50527382070565
751.953125,-85.89115358895342,-78.40431739815952
754.39453125,-52.85847366102729,-76.93310687844199
756.8359375,-46.56775249536778,-76.8165742204411
759.27734375,-44.9979565845385,-77.15243148873191
761.71875,-44.58571972790961,-77.20830132382696
764.16015625,-46.1795729049447,-77.19267738716113
766.6015625,-51.49241400772323,-79.14873962718411
769.04296875,-57.16409213798321,-80.1415121328528
771.484375,-58.13513658826445,-80.32735397859463
773.92578125,-57.66006981314212,-82.32630095494673
776.3671875,-53.96580753866719,-83.63086047293129
778.80859375,-51.91067400050011,-89.28359607014956
781.25,-51.1696576436612,-87.28667243303815
783.69140625,-52.45592091791548,-76.24030806964792
786.1328125,-57.7082728467436,-72.97671208958931
788.57421875,-57.97872010183613,-71.82564431149974
791.015625,-57.15383589640597,-71.50595452264631
793.45703125,-58.03794836809375,-71.60885093725211
795.8984375,-60.65794904946461,-71.02450383264839
798.33984375,-63.33465298702808,-70.29915378546762
800.78125,-60.94841908923187,-68.8908581656838
803.22265625,-59.58125342491508,-67.57084426494544
805.6640625,-58.00972751331852,-67.75419950719819
808.10546875,-55.65644060643673,-67.84867582247647
810.546875,-53.8211310060978,-67.71575702651053
812.98828125,-49.83230617097484,-69.30523359072683
815.4296875,-44.38572245866168,-72.64846884520463
817.87109375,-42.11614783512196,-75.7591157289466
820.3125,-42.01769262062405,-75.7307966801857
822.75390625,-42.40292167078113,-75.9731715145181
825.1953125,-45.45709698918973,-76.22817158587166
827.63671875,-52.22907901513564,-75.45986476925853
830.078125,-57.7517939531019,-75.66092504021857
832.51953125,-61.5747304556082,-77.3390619428793
834.9609375,-66.2496291160119,-75.36610031590139
837.40234375,-57.08143785523104,-74.29243217031954
839.84375,-55.66059702926589,-73.24653118216048
842.28515625,-54.92939176814529,-72.95851950796315
844.7265625,-59.84130750845236,-72.27750786870352
847.16796875,-61.87100892509584,-71.56347015884145
849.609375,-57.66022489234062,-71.27122294551489
852.05078125,-57.42805298716358,-71.25404170043166
854.4921875,-60.44227337381776,-71.46239390233451
856.93359375,-64.31585244850478,-72.43194446060494
859.375,-62.94955747269235,-73.34975148737007
861.81640625,-62.0617799011854,-73.88257022328565
864.2578125,-61.88806670235046,-75.23380014133811
866.69921875,-62.21180387464695,-76.22540331447179
869.140625,-63.90596076719603,-77.06742297733288
871.58203125,-72.34051509918601,-75.71764602169293
874.0234375,-51.25945357588801,-72.51645831686997
876.46484375,-43.31246612954967,-69.56254034678692
878.90625,-41.7334442211559,-68.76737266147543
881.34765625,-41.7689091219473,-69.96808260491663
883.7890625,-43.2264704129636,-70.48497538080382
886.23046875,-50.86286048851643,-70.02851592137051
888.671875,-71.41180760927101,-68.80435211921316
891.11328125,-59.95930073045334,-69.42786637042533
893.5546875,-54.61747854021998,-75.32613034698048
895.99609375,-50.38349874238146,-70.35554991077183
898.4375,-49.64643798800252,-67.03899846527868
900.87890625,-50.13114323005482,-65.76933020660483
903.3203125,-51.9999098555715,-65.76606014893801
905.76171875,-58.09256014333113,-69.98086434814215
908.203125,-68.059009597759,-74.65784042438975
910.64453125,-70.04621582652393,-75.11539890937519
913.0859375,-68.66196012455539,-77.58558450189989
915.52734375,-70.71445844474883,-69.54847963033876
917.96875,-58.9637831275926,-65.72127828579524
920.41015625,-55.21241293058925,-64.91309821468468
922.8515625,-53.16262827232712,-65.18817616249009
925.29296875,-52.81754225027966,-68.36294505725809
927.734375,-54.83833203511644,-74.33472632482209
930.17578125,-57.554132238836,-76.39944710843407
932.6171875,-63.83851721954002,-70.14305839170716
935.05859375,-47.63997327275631,-67.94621724980084
937.5,-42.68776816237748,-66.10698553013151
939.94140625,-42.07671444866469,-64.53633081854666
942.3828125,-42.20632862225145,-65.40842078672178
944.82421875,-45.82484333514131,-67.02304645875765
947.265625,-57.70622966834352,-68.83047691989734
949.70703125,-69.24839245928504,-71.49150657584561
952.1484375,-62.16991196137865,-69.05433587193866
954.58984375,-55.0028553757065,-68.7108876383182
957.03125,-51.01900705750025,-68.99910384057161
959.47265625,-50.22799215676364,-67.19909271144901
961.9140625,-50.97198524934392,-65.075606650124
964.35546875,-55.10688830765254,-60.8567405880033
966.796875,-64.7160247385776,-57.661651811581
969.23828125,-66.8534516144602,-56.49183885443514
971.6796875,-63.33515414470497,-56.5721302576878
974.12109375,-59.27301517283176,-60.05257259763971
976.5625,-58.69042578470813,-68.89591350721115
979.00390625,-57.42957159955189,-65.82069041714979
981.4453125,-56.04357240115056,-62.87904001759031
983.88671875,-55.18526035121573,-64.30383747250409
986.328125,-57.64953075777407,-71.71891263250448
988.76953125,-64.46366280073886,-73.57137348147863
991.2109375,-65.07138941641686,-30.02987715584707
993.65234375,-49.66004097400673,-13.30528219182982
996.09375,-42.31763757689573,-6.067643735703062
998.53515625,-40.57881897530925,-4.340977726808231
1000.9765625,-40.4067882223561,-4.314691864251531
1003.41796875,-41.17060083041316,-5.40969437484915
1005.859375,-46.67180352072009,-11.28447629874115
1008.30078125,-58.92285852632622,-25.84426632918354
1010.7421875,-69.75601775353186,-60.6677835034447
1013.18359375,-67.54347223227293,-58.62623445698944
1015.625,-58.0376139752574,-60.12757035282129
1018.06640625,-58.04736619793226,-62.30634133479255
1020.5078125,-57.48658142240282,-67.74399880502337
1022.94921875,-56.29363446841757,-77.10570823735466
1025.390625,-57.47742538626576,-70.81284326836308
1027.83203125,-59.17505346636694,-64.80408433485975
1030.2734375,-64.17238731253489,-63.66061168215101
1032.71484375,-69.56178168007855,-63.0005591678336
1035.15625,-65.69468042199738,-62.2631009018821
1037.59765625,-61.11431014672404,-63.34406219984194
1040.0390625,-58.16065057610552,-64.74320496079331
1042.48046875,-56.42938755499858,-65.57239302534003
1044.921875,-56.8740358187237,-67.81565046371011
1047.36328125,-57.09953089179884,-69.93959941311635
1049.8046875,-58.82427191186964,-69.70498483235866
1052.24609375,-56.6306519057436,-69.60308270071424
1054.6875,-46.70037295117679,-68.22258550778096
1057.12890625,-42.48806919419417,-65.17301648321751
1059.5703125,-41.9612272459968,-65.61898793508549
1062.01171875,-41.99967971423565,-69.88814379610156
1064.453125,-44.39273597379718,-75.20007133529755
1066.89453125,-52.3897433583966,-78.57895907553923
1069.3359375,-58.66939425327526,-87.08775147688557
1071.77734375,-61.4079820938836,-75.39785192873792
1074.21875,-59.26528934632326,-68.03497507036182
1076.66015625,-57.22896542102431,-65.29619020178485
1079.1015625,-58.83091133292837,-66.10397607241947
1081.54296875,-60.21780718794048,-69.9019317714768
1083.984375,-68.83700642615752,-69.68923282095282
1086.42578125,-65.25999829543008,-65.18777158810343
1088.8671875,-63.63457466657414,-63.6673496808494
1091.30859375,-71.83255015955611,-64.88262805655924
1093.75,-64.61474241634492,-68.52941770303232
1096.19140625,-57.38275626180741,-75.19217445533032
1098.6328125,-55.97931303608168,-69.57836311339507
1101.07421875,-56.40026488389695,-65.0637752034031
1103.515625,-57.48278516346181,-63.24441418442672
1105.95703125,-63.20669238542819,-62.44176353275317
1108.3984375,-70.38950417821357,-62.44387699521329
1110.83984375,-66.35979512677325,-63.484610807479
1113.28125,-57.4732534671889,-65.6052453273077
1115.72265625,-48.66361803389297,-68.6931677268806
1118.1640625,-45.49401792789452,-69.12725719460927
1120.60546875,-44.36377106514341,-69.39983617072184
1123.046875,-44.59803994822117,-68.05922146546267
1125.48828125,-48.9894617804467,-68.04590628699091
1127.9296875,-59.08385496993088,-70.26921543766478
1130.37109375,-71.15618309014722,-72.56431819682166
1132.8125,-63.92439021624452,-74.89091673171805
1135.25390625,-58.53955135968725,-77.73806143538822
1137.6953125,-55.33545185901818,-84.21130339690379
1140.13671875,-54.55633405030771,-77.72072907582788
1142.578125,-54.44411125399894,-79.30651207385618
1145.01953125,-55.15607393343967,-80.43457074011934
1147.4609375,-58.7341913003639,-73.77032623445815
1149.90234375,-65.74271428373427,-71.70827263736302
1152.34375,-66.49453788187783,-73.39449000377492
1154.78515625,-62.45417467268673,-73.64947070734503
1157.2265625,-60.98596223473086,-69.86224379892961
1159.66796875,-57.65457462466955,-68.32666740016494
1162.109375,-53.88841252685896,-69.52011000978929
1164.55078125,-53.62909081213131,-70.86876358469124
1166.9921875,-56.13307496741874,-71.95254053239319
1169.43359375,-58.27516216376931,-72.88695944829246
1171.875,-56.09564397673584,-72.45198564558861
1174.31640625,-50.24337020313172,-71.81212929355011
1176.7578125,-47.17837861314274,-70.85788636000682
1179.19921875,-47.07844829455982,-70.48443981818706
1181.640625,-47.76180038582343,-72.76475370881015
1184.08203125,-50.23755858072045,-76.21801969748775
1186.5234375,-56.56446793292097,-75.27880259766334
1188.96484375,-64.37289979707433,-73.0162318920781
1191.40625,-63.51399137837102,-70.37806251073538
1193.84765625,-60.06294107834606,-68.18864283244892
1196.2890625,-57.12272068258674,-68.74447263483022
1198.73046875,-57.04933429955102,-71.71158099498426
1201.171875,-61.43803324775579,-74.34587969079855
1203.61328125,-72.93686471407855,-73.65692773111466
1206.0546875,-66.56319940840322,-72.37009530910336
1208.49609375,-62.31654148993297,-70.86549148164914
1210.9375,-64.8691496203048,-69.65553989445334
1213.37890625,-72.29688851406021,-66.7791075912738
1215.8203125,-69.80061431487432,-64.79169611066361
1218.26171875,-66.56541760263818,-63.78610606630516
1220.703125,-71.19954692669842,-64.80023566075172
1223.14453125,-68.00326932777126,-66.84919301269333
1225.5859375,-58.67453978461616,-67.4461533538303
1228.02734375,-56.90631669264142,-68.50129809428383
1230.46875,-57.69123310917115,-67.38068915668306
1232.91015625,-55.39680823841827,-66.87845080204532
1235.3515625,-51.73961241534406,-65.4484928409923
1237.79296875,-49.79207396882708,-63.96901247398718
1240.234375,-49.64163929354916,-64.03982468257874
1242.67578125,-50.02758677032944,-65.60663637854331
1245.1171875,-52.38311464701547,-71.23950475844282
1247.55859375,-56.64057976002437,-72.34541953398798
1250,-59.2615296577162,-71.23813239353017
1252.44140625,-60.15764686915784,-70.5573855875254
1254.8828125,-59.85862438956456,-72.14378606773296
1257.32421875,-56.05297104137446,-73.57138097327932
1259.765625,-54.4991005810716,-72.54514877972761
1262.20703125,-53.96519583532672,-73.10326988120545
1264.6484375,-56.32073846280712,-75.29506940015899
1267.08984375,-63.12053315700889,-72.17064659582813
1269.53125,-69.08144581593571,-70.1910255769417
1271.97265625,-64.14372903271752,-70.29161208103193
1274.4140625,-57.13244261215255,-70.8687189993661
1276.85546875,-53.87530995534078,-72.72464854420279
1279.296875,-53.9881709311266,-73.05199477326467
1281.73828125,-54.77872080389477,-74.27286228776052
1284.1796875,-56.00449553532182,-72.89980509561184
1286.62109375,-57.63998312936622,-71.72076196337996
1289.0625,-59.5117345050916,-71.96755941121916
1291.50390625,-60.36430084417756,-70.41622539519638
1293.9453125,-56.0797094006098,-69.56854586385643
1296.38671875,-50.47485508133139,-69.95098114814236
1298.828125,-49.07484071906922,-72.19972281928348
1301.26953125,-48.91384585988629,-75.88886648462832
1303.7109375,-50.56330921643705,-76.80673664534694
1306.15234375,-58.47733514855618,-79.13323099728784
1308.59375,-63.93490691454707,-80.5413817990388
1311.03515625,-63.22976200651748,-76.42029496036781
1313.4765625,-64.06214229856363,-74.62257443427194
1315.91796875,-62.67121661236484,-74.37643268156694
1318.359375,-63.15576582817126,-73.97309630895484
1320.80078125,-64.83479073424731,-68.80810179671911
1323.2421875,-69.8946597027082,-66.23437009884142
1325.68359375,-65.33852561238649,-66.72152766523159
1328.125,-62.02456535172508,-67.66207620026967
1330.56640625,-65.77540323077942,-72.77379860716698
1333.0078125,-62.68292531782567,-78.59200031566228
1335.44921875,-54.55085685793317,-81.01638164832207
1337.890625,-51.60907142425027,-84.21656472354429
1340.33203125,-51.62999745239915,-83.50493079565337
1342.7734375,-52.52397446496471,-79.87237750288421
1345.21484375,-55.7714419668055,-75.2301611159305
